Team,Player,Position,Overall,PAC,SHO,PAS,DRI,DEF,PHY,Rating_Source
New Zealand,Lachlan Bayliss,MID,65,66,50,58,60,48,56,Estimated
New Zealand,Chris Wood,FWD,79,76,78,66,72,40,78,Official
New Zealand,Kosta Barbarouses,FWD,72,80,66,60,66,32,62,Official
New Zealand,Ben Waine,FWD,70,78,64,58,64,30,62,Official
New Zealand,Jesse Randall,FWD,67,74,58,54,60,28,56,Estimated
Norway,Ror_rvik,GK,68,62,46,50,56,8,64,Estimated
Norway,Orjan Nyland,GK,76,70,54,58,66,14,74,Official
Norway,David Raya,GK,87,82,70,68,82,22,84,Official
Norway,Kristoffer Ajer,DEF,80,80,52,68,70,78,76,Official
Norway,Leo Ostigard,DEF,78,74,50,64,66,78,76,Official
Norway,Stian Gregersen,DEF,72,68,44,58,60,72,70,Estimated
Norway,Omar Elabdellaoui,DEF,74,76,50,64,66,72,68,Official
Norway,Birger Meling,DEF,73,74,50,64,66,70,68,Official
Norway,Julian Ryerson,DEF,76,78,52,66,68,74,70,Official
Norway,Ulrik Saltnes,MID,70,70,58,64,66,56,62,Estimated
Norway,Sander Berge,MID,81,74,68,78,76,74,80,Official
Norway,Martin Odegaard,MID,87,80,80,90,88,62,72,Official
Norway,Patrick Berg,MID,73,72,62,68,68,60,66,Estimated
Norway,Antonio Nusa,MID,78,88,68,70,76,44,62,Official
Norway,Mathias Normann,MID,72,72,62,68,68,60,66,Official
Norway,Fredrik Aursnes,MID,75,74,64,72,72,66,68,Official
Norway,Erling Haaland,FWD,90,87,92,64,80,44,92,Official
Norway,Alexander Sorloth,FWD,81,80,80,66,74,38,80,Official
Norway,Ola Solbakken,FWD,74,82,66,64,70,36,64,Official
Norway,Jens Petter Hauge,FWD,73,82,66,64,68,34,62,Official
Norway,Tobias Bokenes,FWD,68,76,60,58,62,28,58,Estimated
Norway,Jorgen-Strand Larsen,FWD,77,78,74,64,70,36,74,Official
Norway,Jonas Svensson,DEF,71,72,46,60,60,68,68,Estimated
Norway,Jakob Glesnes,DEF,72,68,44,58,60,72,70,Official
Norway,Havard Nielsen,FWD,70,78,66,60,64,30,64,Estimated
Norway,Stale Solbakken Jr,MID,67,68,54,60,62,50,58,Estimated
Panama,Luis Mejia,GK,74,68,52,56,64,12,72,Official
Panama,Orlando Mosquera,GK,70,64,48,52,58,10,68,Estimated
Panama,Jose Rodriguez,GK,68,62,46,50,56,8,64,Estimated
Panama,Harold Cummings,DEF,74,70,46,60,62,74,72,Official
Panama,Edgardo Fariña,DEF,70,68,42,56,58,70,68,Estimated
Panama,Fidel Escobar,DEF,72,68,44,58,60,72,70,Official
Panama,Eric Davis,DEF,74,70,46,60,62,74,72,Official
Panama,Michael Murillo,DEF,72,74,48,62,62,70,68,Official
Panama,Cesar Blackman,DEF,68,68,42,54,56,66,66,Estimated
Panama,Andres Andrade,MID,72,72,62,68,68,58,66,Official
Panama,Adalberto Carrasquilla,MID,75,74,66,72,72,58,68,Official
Panama,Jorge Lescano,MID,68,70,56,62,64,52,60,Estimated
Panama,Alberto Quintero,MID,73,80,66,64,68,44,62,Official
Panama,Anibal Godoy,MID,74,70,62,68,68,64,68,Official
Panama,Cristian Martinez,MID,67,68,54,60,62,52,60,Estimated
Panama,Jovani Welch,MID,68,70,56,62,64,52,60,Estimated
Panama,Rodolfo Austin,MID,69,68,58,64,64,56,62,Official
Panama,Ivan Anderson,MID,67,68,54,60,62,50,58,Estimated
Panama,Jose Fajardo,FWD,72,80,64,62,68,32,62,Official
Panama,Ismael Diaz,FWD,74,82,68,62,70,34,64,Official
Panama,Rolando Blackburn,FWD,72,80,66,62,68,32,64,Official
Panama,Gabriel Torres,FWD,69,78,62,58,64,30,62,Official
Panama,Carlos Harvey,FWD,67,76,58,54,60,28,58,Estimated
Panama,Cecilio Waterman,FWD,70,80,62,58,64,30,62,Official
Panama,Freddy Gondola,FWD,67,76,58,54,60,28,58,Estimated
Paraguay,Antony Silva,GK,74,68,52,56,64,12,72,Official
Paraguay,Roberto Fernandez,GK,69,62,46,50,56,10,66,Estimated
Paraguay,Alfredo Aguilar,GK,67,60,44,48,52,8,62,Estimated
Paraguay,Fabian Balbuena,DEF,78,72,48,62,64,78,78,Official
Paraguay,Omar Alderete,DEF,76,72,50,62,64,76,74,Official
Paraguay,Blas Riveros,DEF,73,74,48,62,62,70,68,Official
Paraguay,Andres Cubas,DEF,72,68,44,58,60,72,70,Official
Paraguay,Jorge Morel,DEF,69,70,42,56,58,68,66,Estimated
Paraguay,Mathias Villasanti,MID,73,72,60,68,68,62,68,Official
Paraguay,Miguel Almiron,MID,81,86,72,74,78,58,70,Official
Paraguay,Diego Leon,MID,74,74,64,70,72,60,66,Official
Paraguay,Richard Sanchez,MID,73,70,62,68,68,60,66,Official
Paraguay,Celso Ortiz,MID,71,70,60,66,66,58,64,Official
Paraguay,Alan Benitez,MID,70,74,60,64,66,54,62,Estimated
Paraguay,Roberto Fernandez Jr,MID,68,70,56,62,64,52,60,Estimated
Paraguay,Carlos Gonzalez,FWD,74,80,70,64,68,34,68,Official
Paraguay,Ivan Iturbe,FWD,72,82,66,62,68,34,62,Official
Paraguay,Antonio Sanabria,FWD,77,80,74,66,72,36,70,Official
Paraguay,Angel Romero,FWD,75,80,72,64,70,36,68,Official
Paraguay,Santiago Arzamendia,DEF,73,76,48,62,62,70,68,Official
Paraguay,Gustavo Velazquez,MID,69,70,58,64,64,54,62,Estimated
Paraguay,Derlis Gonzalez,FWD,72,84,66,62,68,32,62,Official
Paraguay,Julio Enciso,FWD,78,84,74,72,76,38,66,Official
Paraguay,Juan Brunetta,FWD,70,80,62,60,64,32,62,Estimated
Paraguay,Ramon Sosa,FWD,74,84,68,64,70,36,64,Official
Portugal,Diogo Costa,GK,85,84,70,68,82,22,82,Official
Portugal,Jose Sa,GK,80,76,60,62,74,18,78,Official
Portugal,Rui Silva,GK,77,72,56,58,68,16,74,Official
Portugal,Diogo Dalot,DEF,82,84,60,72,74,78,74,Official
Portugal,Matheus Nunes,MID,80,78,70,78,78,68,74,Official
Portugal,Nelson Semedo,DEF,80,84,58,70,72,76,72,Official
Portugal,Joao Cancelo,DEF,85,86,64,80,80,78,74,Official
Portugal,Nuno Mendes,DEF,82,86,58,74,76,78,72,Official
Portugal,Goncalo Inacio,DEF,80,76,52,66,68,80,76,Official
Portugal,Renato Veiga,DEF,76,74,52,64,66,76,74,Official
Portugal,Ruben Dias,DEF,86,78,56,72,76,88,82,Official
Portugal,Tomas Araujo,DEF,76,72,50,62,64,76,74,Estimated
Portugal,Ruben Neves,MID,84,72,76,86,82,74,78,Official
Portugal,Samuel Costa,MID,72,70,60,68,68,60,64,Estimated
Portugal,Joao Neves,MID,82,76,70,82,80,72,74,Official
Portugal,Vitinha,MID,89,78,78,90,88,64,72,Official
Portugal,Bruno Fernandes,MID,87,76,82,88,86,62,74,Official
Portugal,Bernardo Silva,MID,88,82,80,88,90,66,72,Official
Portugal,Joao Felix,FWD,83,84,80,82,86,46,68,Official
Portugal,Pedro Neto,FWD,81,88,72,78,82,42,66,Official
Portugal,Rafael Leao,FWD,85,92,78,78,84,36,72,Official
Portugal,Cristiano Ronaldo,FWD,84,78,86,74,82,34,78,Official
Portugal,Francisco Conceicao,FWD,80,88,74,74,80,44,68,Official
Portugal,Goncalo Ramos,FWD,81,78,82,70,76,36,76,Official
Portugal,Rafa Silva,FWD,78,86,72,72,78,38,66,Official
Portugal,Nuno Tavares,DEF,77,82,52,66,68,72,70,Official
Qatar,Meshaal Barsham,GK,74,68,52,56,64,12,72,Official
Qatar,Yousef Hassan,GK,68,62,46,50,56,8,64,Estimated
Qatar,Ibrahim Al-Khater,GK,66,60,44,48,52,6,62,Estimated
Qatar,Pedro Miguel,DEF,74,72,48,62,64,72,70,Official
Qatar,Boualem Khoukhi,DEF,72,68,44,58,60,70,70,Official
Qatar,Bassam Al-Rawi,DEF,70,68,42,56,58,68,68,Official
Qatar,Homam Ahmed,DEF,69,68,42,54,56,66,66,Estimated
Qatar,Tarek Salman,DEF,68,66,40,52,54,64,64,Estimated
Qatar,Ahmed Alaaeldin,DEF,67,66,40,52,54,64,64,Estimated
Qatar,Jassem Gaber,MID,70,70,58,64,64,54,62,Official
Qatar,Hassan Al-Haydos,MID,76,76,66,72,74,52,66,Official
Qatar,Karim Boudiaf,MID,73,70,60,68,68,62,66,Official
Qatar,Assim Madibo,MID,71,70,58,64,66,58,64,Official
Qatar,Salem Al-Hajri,MID,70,72,60,64,66,52,62,Estimated
Qatar,Ismaeel Mohammed,MID,68,68,54,60,62,52,60,Estimated
Qatar,Ali Assadalla,MID,71,74,62,66,68,52,62,Official
Qatar,Almoez Ali,FWD,76,82,72,66,72,36,66,Official
Qatar,Akram Afif,FWD,80,86,74,72,78,38,66,Official
Qatar,Mohammed Muntari,FWD,72,76,68,62,66,34,66,Official
Qatar,Ismail Mohamad,FWD,70,78,62,60,64,30,62,Estimated
Qatar,Ahmad Al-Aaeldin,FWD,68,76,60,58,62,28,60,Estimated
Qatar,Yusuf Abdurisag,FWD,67,74,58,54,60,26,58,Estimated
Qatar,Yousuf Fawaz,MID,67,68,54,60,62,50,58,Estimated
Qatar,Hamza Eidha,DEF,66,66,40,52,54,62,62,Estimated
Qatar,Mostafa Meshaal,MID,67,68,54,60,62,50,58,Estimated
Saudi Arabia,Mohammed Al-Owais,GK,82,78,62,64,74,18,78,Official
Saudi Arabia,Nawaf Al-Aqidi,GK,72,66,50,54,62,10,70,Estimated
Saudi Arabia,Ahmed Al-Kassar,GK,68,62,46,50,56,8,64,Estimated
Saudi Arabia,Saud Abdulhamid,DEF,79,82,54,66,68,74,72,Official
Saudi Arabia,Hassan Al-Tambakti,DEF,76,72,48,62,64,76,74,Official
Saudi Arabia,Abdulelah Al-Amri,DEF,72,70,44,58,60,70,70,Official
Saudi Arabia,Nawaf Boushal,DEF,73,72,46,60,62,70,70,Official
Saudi Arabia,Ali Lajami,DEF,71,68,42,56,58,70,70,Official
Saudi Arabia,Ali Majrashi,DEF,70,70,44,56,58,68,68,Official
Saudi Arabia,Hassan Kadesh,DEF,72,74,46,60,62,70,68,Official
Saudi Arabia,Moteb Al-Harbi,DEF,70,72,44,58,60,68,66,Estimated
Saudi Arabia,Jehad Thakri,DEF,68,68,42,54,56,66,64,Estimated
Saudi Arabia,Mohammed Abu Al-Shamat,DEF,67,66,40,52,54,64,62,Estimated
Saudi Arabia,Salem Al-Dawsari,MID,82,88,74,74,80,46,68,Official
Saudi Arabia,Abdullah Al-Khaibari,MID,72,74,60,66,68,54,62,Official
Saudi Arabia,Mohamed Kanno,MID,77,72,64,72,70,68,72,Official
Saudi Arabia,Nasser Al-Dawsari,MID,74,78,64,68,70,50,64,Official
Saudi Arabia,Musab Al-Juwayr,MID,71,76,60,64,66,50,62,Official
Saudi Arabia,Ayman Yahya,MID,70,72,58,62,64,52,62,Estimated
Saudi Arabia,Ziyad Al-Johani,MID,68,70,56,60,62,50,58,Estimated
Saudi Arabia,Sultan Mandesh,MID,67,68,54,58,60,48,56,Estimated
Saudi Arabia,Alaa Al-Hejji,MID,67,68,54,58,60,48,56,Estimated
Saudi Arabia,Firas Al-Buraikan,FWD,78,84,72,68,74,36,68,Official
Saudi Arabia,Saleh Al-Shehri,FWD,75,82,70,64,70,34,66,Official
Saudi Arabia,Abdullah Al-Hamdan,FWD,74,80,70,62,68,34,64,Official
Saudi Arabia,Khalid Al-Ghannam,FWD,70,78,64,60,64,30,60,Estimated
Scotland,Angus Gunn,GK,76,70,54,56,64,12,74,Official
Scotland,Craig Gordon,GK,74,68,52,54,62,10,72,Official
Scotland,Liam Kelly,GK,72,66,50,52,60,10,70,Official
Scotland,Andy Robertson,DEF,84,84,60,78,76,78,72,Official
Scotland,Kieran Tierney,DEF,79,82,56,70,72,76,70,Official
Scotland,Anthony Ralston,DEF,72,76,48,62,62,70,68,Official
Scotland,John Souttar,DEF,74,70,46,60,62,74,72,Official
Scotland,Scott McKenna,DEF,74,70,46,60,62,74,72,Official
Scotland,Jack Hendry,DEF,73,68,44,58,60,72,72,Official
Scotland,Aaron Hickey,DEF,77,80,52,66,68,74,70,Official
Scotland,Nathan Patterson,DEF,74,78,50,62,64,70,68,Official
Scotland,Grant Hanley,DEF,72,66,44,56,58,72,72,Official
Scotland,Dominic Hyam,DEF,69,66,42,54,56,68,68,Estimated
Scotland,Scott McTominay,MID,84,82,76,80,80,76,82,Official
Scotland,Tyler Fletcher,MID,70,72,60,66,66,56,64,Estimated
Scotland,John McGinn,MID,82,82,74,78,78,70,78,Official
Scotland,Kenny McLean,MID,74,70,64,70,70,62,68,Official
Scotland,Lewis Ferguson,MID,75,72,66,70,70,64,70,Official
Scotland,Ryan Christie,MID,74,72,66,70,70,60,66,Official
Scotland,Findlay Curtis,MID,68,70,56,62,64,52,62,Estimated
Scotland,Ben Gannon-Doak,MID,69,72,58,64,64,52,62,Estimated
Scotland,Lawrence Shankland,FWD,76,72,74,64,70,36,70,Official
Scotland,George Hirst,FWD,72,70,70,60,64,32,68,Estimated
Scotland,Che Adams,FWD,74,80,70,64,68,38,70,Official
Scotland,Ross Stewart,FWD,72,72,70,60,64,32,70,Official
Scotland,Lyndon Dykes,FWD,73,76,70,62,66,34,72,Official
Senegal,Edouard Mendy,GK,85,86,72,68,82,22,82,Official
Senegal,Seny Dieng,GK,74,68,52,56,64,12,72,Official
Senegal,Alfred Gomis,GK,76,70,54,58,66,14,74,Official
Senegal,Kalidou Koulibaly,DEF,84,74,52,70,72,86,84,Official
Senegal,Abdou Diallo,DEF,79,76,52,66,68,78,76,Official
Senegal,Moussa Niakhate,DEF,77,74,50,64,66,78,74,Official
Senegal,Formose Mendy,DEF,72,72,46,60,62,72,70,Estimated
Senegal,Youssouf Sabaly,DEF,76,80,52,66,68,72,70,Official
Senegal,Ismail Jakobs,DEF,75,78,50,64,66,72,68,Official
Senegal,Fodé Ballo-Touré,DEF,73,76,48,62,62,70,68,Official
Senegal,Pape Abou Cisse,DEF,74,70,46,60,62,74,72,Official
Senegal,Nampalys Mendy,MID,73,68,60,70,68,66,66,Official
Senegal,Pape Matar Sarr,MID,80,80,68,78,78,68,72,Official
Senegal,Lamine Camara,MID,77,78,66,72,74,62,70,Official
Senegal,Idrissa Gueye,MID,78,74,66,76,74,74,72,Official
Senegal,Krepin Diatta,MID,76,86,68,68,74,46,64,Official
Senegal,Nicolas Jackson,FWD,82,86,80,72,80,40,74,Official
Senegal,Boulaye Dia,FWD,79,86,74,70,76,36,70,Official
Senegal,Ismaila Sarr,FWD,82,90,76,72,80,42,72,Official
Senegal,Sadio Mane,FWD,83,88,80,76,82,44,74,Official
Senegal,Habib Diallo,FWD,73,80,70,62,68,36,68,Official
Senegal,Iliman Ndiaye,FWD,79,82,72,72,76,40,66,Official
Senegal,Mamadou Loum,MID,72,72,60,66,66,60,68,Official
Senegal,Moussa Dembele,FWD,73,80,70,62,66,36,68,Official
Senegal,Abdallah Sima,FWD,74,82,68,64,70,36,64,Official
Senegal,Pathe Ciss,MID,72,70,58,66,66,60,66,Official
South Africa,Ronwen Williams,GK,76,70,54,58,66,12,74,Official
South Africa,Ricardo Goss,GK,69,62,46,50,56,8,66,Estimated
South Africa,Sipho Chaine,GK,70,64,48,52,58,10,68,Official
South Africa,Aubrey Modiba,DEF,70,72,44,58,60,68,66,Official
South Africa,Khuliso Mudau,DEF,73,76,48,62,62,70,68,Official
South Africa,Nkosinathi Sibisi,DEF,72,68,44,58,60,70,70,Official
South Africa,Mbekezeli Mbokazi,DEF,68,66,40,52,54,66,64,Estimated
South Africa,Ime Okon,DEF,68,70,42,54,56,66,64,Estimated
South Africa,Samukele Kabini,DEF,67,68,40,52,54,64,62,Estimated
South Africa,Khulumani Ndamane,DEF,67,68,40,52,54,64,62,Estimated
South Africa,Thabang Matuludi,DEF,66,66,38,50,52,62,60,Estimated
South Africa,Kamogelo Sebelebele,DEF,67,68,40,52,54,64,62,Estimated
South Africa,Bradley Cross,DEF,66,66,38,50,52,62,60,Estimated
South Africa,Olwethu Makhanya,DEF,65,64,38,48,50,60,60,Estimated
South Africa,Teboho Mokoena,MID,76,76,64,70,70,62,68,Official
South Africa,Sphephelo Sithole,MID,70,72,58,64,64,54,62,Official
South Africa,Thalente Mbatha,MID,68,70,56,62,62,52,60,Official
South Africa,Jayden Adams,MID,71,74,60,64,66,54,62,Official
South Africa,Themba Zwane,FWD,74,82,68,64,70,36,62,Official
South Africa,Lyle Foster,FWD,72,80,66,60,66,34,66,Official
South Africa,Evidence Makgopa,FWD,74,82,68,62,68,34,68,Official
South Africa,Oswin Appollis,FWD,72,84,64,60,66,32,60,Official
South Africa,Iqraam Rayners,FWD,73,82,68,62,68,34,64,Official
South Africa,Relebohile Mofokeng,FWD,75,86,68,64,72,34,62,Official
South Africa,Thapelo Maseko,FWD,68,78,60,56,62,28,58,Estimated
South Africa,Tshepang Moremi,FWD,66,74,56,52,58,26,56,Estimated
South Korea,Kim Seung-Gyu,GK,77,72,54,58,66,12,74,Official
South Korea,Jo Hyeon-woo,GK,74,68,52,56,62,10,72,Official
South Korea,Song Bum-keun,GK,70,64,48,52,56,8,68,Estimated
South Korea,Kim Min-jae,DEF,87,78,54,72,74,88,84,Official
South Korea,Kim Moon-hwan,DEF,73,76,48,62,62,70,68,Official
South Korea,Seol Young-woo,DEF,70,70,44,58,58,68,66,Estimated
South Korea,Cho Yu-min,DEF,72,74,46,60,60,70,68,Official
South Korea,Lee Tae-seok,DEF,71,70,44,58,58,70,68,Estimated
South Korea,Park Jin-seob,DEF,70,68,42,56,56,68,66,Estimated
South Korea,Kim Tae-hyeon,DEF,70,70,44,56,58,68,66,Estimated
South Korea,Lee Han-beom,DEF,68,68,42,54,54,66,64,Estimated
South Korea,Jens Castrop,MID,72,74,60,66,66,56,62,Official
South Korea,Lee Ki-hyuk,MID,69,70,56,62,62,54,60,Estimated
South Korea,Lee Jae-sung,MID,76,76,66,72,72,60,68,Official
South Korea,Hwang Hee-chan,FWD,80,88,74,70,76,40,72,Official
South Korea,Hwang In-beom,MID,76,74,66,72,72,62,68,Official
South Korea,Lee Kang-in,MID,83,80,76,82,84,52,68,Official
South Korea,Paik Seung-ho,MID,73,72,62,68,68,58,66,Estimated
South Korea,Kim Jin-gyu,MID,70,70,58,64,64,54,62,Estimated
South Korea,Lee Dong-gyeong,MID,71,72,60,64,66,56,62,Official
South Korea,Bae Jun-ho,MID,74,74,64,70,70,60,66,Official
South Korea,Eom Ji-Sung,MID,70,72,58,62,64,54,60,Estimated
South Korea,Yang Hyun-jun,FWD,74,84,66,64,70,36,62,Official
South Korea,Son Heung-min,FWD,88,88,84,82,86,46,72,Official
South Korea,Cho Gue-sung,FWD,74,76,72,62,66,36,70,Official
South Korea,Oh Hyeon-gyu,FWD,73,80,68,60,66,34,68,Official
Spain,Unai Simon,GK,84,82,68,66,80,20,80,Official
Spain,David Raya,GK,87,82,70,68,82,22,84,Official
Spain,Joan Garcia,GK,76,70,54,58,66,14,74,Estimated
Spain,Aymeric Laporte,DEF,83,74,54,74,76,84,78,Official
Spain,Marc Cucurella,DEF,80,82,56,72,74,78,72,Official
Spain,Marcos Llorente,MID,80,86,64,74,76,68,72,Official
Spain,Eric Garcia,DEF,78,72,50,66,68,78,74,Official
Spain,Pedro Porro,DEF,80,84,58,70,72,76,72,Official
Spain,Alex Grimaldo,DEF,82,84,62,76,76,78,70,Official
Spain,Pau Cubarsi,DEF,81,76,52,68,70,82,76,Official
Spain,Marc Cubarsí,DEF,78,76,52,66,68,78,74,Estimated
Spain,Rodri,MID,90,70,74,88,84,90,82,Official
Spain,Fabian Ruiz,MID,84,72,76,86,82,66,74,Official
Spain,Mikel Merino,MID,82,72,72,80,78,78,80,Official
Spain,Pedri,MID,89,82,78,90,90,66,72,Official
Spain,Gavi,MID,84,84,72,84,84,70,74,Official
Spain,Martin Zubimendi,MID,82,72,68,82,78,80,78,Official
Spain,Alex Baena,MID,79,82,70,76,78,52,66,Official
Spain,Ferran Torres,FWD,80,86,76,74,78,46,70,Official
Spain,Mikel Oyarzabal,FWD,82,80,80,78,82,52,72,Official
Spain,Dani Olmo,FWD,84,82,78,82,84,54,72,Official
Spain,Nico Williams,FWD,84,92,76,78,84,42,66,Official
Spain,Lamine Yamal,FWD,89,88,80,84,88,44,66,Official
Spain,Yeremy Pino,FWD,78,86,72,70,76,44,66,Official
Spain,Borja Iglesias,FWD,76,70,76,64,70,36,76,Official
Spain,Victor Munoz,FWD,70,78,64,62,66,32,62,Estimated
Sweden,Kristoffer Nordfeldt,GK,73,66,50,54,62,10,70,Official
Sweden,Viktor Johansson,GK,74,68,52,56,64,12,72,Estimated
Sweden,Jacob Widell Zetterstrom,GK,72,66,50,52,60,10,68,Estimated
Sweden,Victor Lindelof,DEF,80,76,52,66,68,80,76,Official
Sweden,Isak Hien,DEF,80,76,52,66,68,80,78,Official
Sweden,Gabriel Gudmundsson,DEF,73,76,48,62,62,70,68,Official
Sweden,Carl Starfelt,DEF,76,72,50,62,64,76,74,Official
Sweden,Emil Holm,DEF,72,74,48,60,62,70,68,Official
Sweden,Hjalmar Ekdal,DEF,71,70,46,58,60,68,68,Estimated
Sweden,Daniel Svensson,DEF,70,70,44,58,58,68,66,Estimated
Sweden,Gustaf Lagerbielke,DEF,73,70,46,60,62,72,70,Official
Sweden,Eric Smith,DEF,70,68,44,56,58,68,66,Estimated
Sweden,Elliot Stroud,DEF,67,68,40,52,54,64,62,Estimated
Sweden,Mattias Svanberg,MID,74,74,62,70,70,60,68,Official
Sweden,Jesper Karlstrom,MID,70,70,58,64,64,56,62,Official
Sweden,Yasin Ayari,MID,73,76,62,68,70,54,62,Official
Sweden,Lucas Bergvall,MID,78,78,68,76,76,58,66,Official
Sweden,Besfort Zeneli,MID,70,74,62,66,68,50,62,Estimated
Sweden,Alexander Isak,FWD,88,90,86,78,84,42,78,Official
Sweden,Viktor Gyokeres,FWD,87,86,88,76,82,44,80,Official
Sweden,Ken Sema,FWD,72,82,64,62,68,36,62,Official
Sweden,Anthony Elanga,FWD,78,90,70,68,74,38,66,Official
Sweden,Benjamin Nygren,FWD,70,80,62,60,64,30,60,Estimated
Sweden,Alexander Bernhardsson,FWD,68,76,60,58,62,28,58,Estimated
Sweden,Gustaf Nilsson,FWD,72,76,68,62,66,32,68,Official
Sweden,Taha Ali,FWD,67,76,58,54,60,28,56,Estimated
Switzerland,Gregor Kobel,GK,84,82,68,66,80,20,82,Official
Switzerland,Yvon Mvogo,GK,76,70,54,58,66,12,74,Official
Switzerland,Marvin Keller,GK,70,64,48,52,58,10,66,Estimated
Switzerland,Manuel Akanji,DEF,85,78,54,72,74,86,82,Official
Switzerland,Aurele Amenda,DEF,74,72,48,60,62,74,72,Official
Switzerland,Eray Comert,DEF,76,72,50,62,64,76,72,Official
Switzerland,Nico Elvedi,DEF,78,72,50,64,66,78,76,Official
Switzerland,Luca Jaquez,DEF,73,74,48,62,62,70,68,Official
Switzerland,Miro Muheim,DEF,73,74,48,62,62,70,68,Official
Switzerland,Ricardo Rodriguez,DEF,78,78,54,70,70,76,70,Official
Switzerland,Silvan Widmer,DEF,76,78,52,66,66,72,70,Official
Switzerland,Michel Aebischer,MID,74,74,62,70,70,60,66,Official
Switzerland,Christian Fassnacht,MID,76,80,66,70,72,54,66,Official
Switzerland,Remo Freuler,MID,79,74,66,76,74,70,74,Official
Switzerland,Ardon Jashari,MID,76,74,64,72,72,62,68,Official
Switzerland,Johan Manzambi,MID,69,72,58,62,64,52,60,Estimated
Switzerland,Fabian Rieder,MID,75,76,64,72,72,58,66,Official
Switzerland,Djibril Sow,MID,77,74,66,74,72,66,72,Official
Switzerland,Ruben Vargas,MID,76,80,66,70,72,52,64,Official
Switzerland,Granit Xhaka,MID,82,72,72,84,80,78,76,Official
Switzerland,Denis Zakaria,MID,80,76,68,74,74,72,80,Official
Switzerland,Zeki Amdouni,FWD,78,82,74,68,74,38,70,Official
Switzerland,Breel Embolo,FWD,79,82,76,70,74,42,76,Official
Switzerland,Cedric Itten,FWD,72,76,68,62,66,32,70,Official
Switzerland,Dan Ndoye,FWD,80,88,74,72,76,40,70,Official
Switzerland,Noah Okafor,FWD,81,88,76,74,78,42,72,Official
Tunisia,Aymen Dahmen,GK,76,70,54,58,66,12,74,Official
Tunisia,Sabri Ben Hessen,GK,70,64,48,52,56,10,68,Estimated
Tunisia,Mouhib Chamakh,GK,67,60,44,48,52,8,62,Estimated
Tunisia,Montassar Talbi,DEF,74,70,48,60,62,74,72,Official
Tunisia,Dylan Bronn,DEF,73,68,46,58,60,72,70,Official
Tunisia,Ali Abdi,DEF,72,74,48,60,62,70,68,Official
Tunisia,Yan Valery,DEF,72,74,48,60,62,70,68,Official
Tunisia,Mohamed Amine Ben Hamida,DEF,70,70,44,56,58,68,66,Estimated
Tunisia,Moutaz Neffati,DEF,68,68,42,54,56,66,66,Estimated
Tunisia,Omar Rekik,DEF,72,70,46,60,62,70,70,Official
Tunisia,Adem Arous,DEF,68,68,42,54,56,66,66,Estimated
Tunisia,Raed Chikhaoui,DEF,67,66,40,52,54,64,64,Estimated
Tunisia,Ellyes Shkiri,MID,78,72,64,72,70,70,74,Official
Tunisia,Hannibal Mejbri,MID,79,78,68,74,76,62,70,Official
Tunisia,Anis Ben Slimane,MID,74,74,64,70,70,58,64,Official
Tunisia,Mortadha Ben Ouanes,MID,70,70,58,64,64,54,62,Official
Tunisia,Ismael Gharbi,MID,72,74,62,68,70,52,62,Official
Tunisia,Hadj Mahmoud,MID,68,68,54,60,62,52,60,Estimated
Tunisia,Rani Khedira,MID,72,70,62,66,66,60,66,Official
Tunisia,Elias Achouri,FWD,72,80,66,62,68,32,60,Official
Tunisia,Firas Chaouat,FWD,70,78,62,60,64,30,60,Estimated
Tunisia,Hazem Mastouri,FWD,73,80,66,64,68,34,62,Official
Tunisia,Elias Saad,FWD,72,80,64,62,66,32,60,Estimated
Tunisia,Sebastian Tounekti,FWD,69,76,60,58,62,28,58,Estimated
Tunisia,Khalil Ayari,FWD,68,76,60,56,60,28,56,Estimated
Tunisia,Rayan Elloumi,FWD,67,74,58,54,58,26,56,Estimated
Turkey,Ugurcan Cakir,GK,82,78,62,64,74,18,78,Official
Turkey,Altay Bayindir,GK,76,70,54,56,64,14,74,Official
Turkey,Mert Gunok,GK,74,68,52,54,62,12,72,Official
Turkey,Samet Akaydin,DEF,76,72,46,62,66,76,76,Official
Turkey,Merih Demiral,DEF,84,78,52,68,72,84,82,Official
Turkey,Abdulkerim Bardakci,DEF,78,74,48,64,68,78,76,Official
Turkey,Zeki Celik,DEF,79,84,56,70,74,76,74,Official
Turkey,Ferdi Kadioglu,DEF,82,86,60,76,78,78,74,Official
Turkey,Mert Muldur,DEF,77,82,54,68,72,74,72,Official
Turkey,Ahmet Kucukdogan,DEF,70,72,42,58,60,70,70,Estimated
Turkey,Caglar Soyuncu,DEF,81,74,50,66,70,82,80,Official
Turkey,Rasim Burak Kivrak,DEF,68,68,40,54,58,68,68,Estimated
Turkey,Hakan Calhanoglu,MID,87,76,80,88,86,74,76,Official
Turkey,Orkun Kokcu,MID,82,80,74,82,82,62,70,Official
Turkey,Salih Ozcan,MID,76,76,62,72,72,72,76,Official
Turkey,Ismail Yuksek,MID,74,74,60,68,70,62,70,Official
Turkey,Okay Yokuslu,MID,77,70,62,72,70,76,78,Official
Turkey,Arda Guler,MID,84,82,80,82,86,54,68,Official
Turkey,Kerem Akturkoglu,MID,82,92,76,74,82,42,68,Official
Turkey,Baris Alper Yilmaz,MID,79,88,72,72,78,46,68,Official
Turkey,Cenk Tosun,FWD,74,70,74,60,70,38,76,Official
