date,team,elo_rating
2024-09-09,Austria,1785.3
2024-09-09,France,2051.0
2024-09-09,Belgium,1879.5
2024-09-10,Mexico,1723.7
2024-09-10,Canada,1713.4
2024-09-10,United States,1708.8
2024-09-10,New Zealand,1424.9
2024-09-10,Netherlands,1890.2
2024-09-10,Germany,1832.0
2024-09-10,Colombia,1988.8
2024-09-10,Argentina,2030.1
2024-09-10,Paraguay,1719.0
2024-09-10,Brazil,1959.9
2024-10-10,Ecuador,1776.2
2024-10-10,Paraguay,1727.9
2024-10-10,Uzbekistan,1492.1
2024-10-10,Iran,1670.6
2024-10-10,Jordan,1564.4
2024-10-10,South Korea,1740.5
2024-10-10,Saudi Arabia,1599.0
2024-10-10,Japan,1850.2
2024-10-11,Bosnia and Herzegovina,1644.1
2024-10-11,Germany,1852.2
2024-10-12,United States,1714.7
2024-10-12,Panama,1559.9
2024-10-12,Croatia,1902.7
2024-10-12,Scotland,1672.9
2024-10-13,Austria,1813.2
2024-10-13,Norway,1708.0
2024-10-14,Germany,1872.8
2024-10-14,Netherlands,1869.6
2024-10-14,Belgium,1859.6
2024-10-14,France,2070.9
2024-10-15,Canada,1717.2
2024-10-15,Panama,1556.1
2024-10-15,Mexico,1734.1
2024-10-15,United States,1704.3
2024-10-15,Scotland,1689.2
2024-10-15,Portugal,2027.3
2024-10-15,Uruguay,1892.4
2024-10-15,Ecuador,1787.7
2024-10-15,Iran,1693.1
2024-10-15,Qatar,1519.0
2024-10-15,South Korea,1748.6
2024-10-15,Iraq,1594.4
2024-10-15,Japan,1836.3
2024-10-15,Australia,1665.6
2024-11-14,Paraguay,1758.4
2024-11-14,Argentina,1999.6
2024-11-14,Qatar,1532.0
2024-11-14,Uzbekistan,1479.1
2024-11-14,Iraq,1587.2
2024-11-14,Jordan,1571.6
2024-11-14,Australia,1656.6
2024-11-14,Saudi Arabia,1607.9
2024-11-15,Uruguay,1912.2
2024-11-15,Colombia,1969.0
2024-11-15,Scotland,1722.1
2024-11-15,Croatia,1869.8
2024-11-15,Cape Verde,1548.2
2024-11-15,Egypt,1668.8
2024-11-16,Germany,1887.5
2024-11-16,Bosnia and Herzegovina,1629.3
2024-11-18,Croatia,1873.9
2024-11-18,Portugal,2023.2
2024-11-18,Spain,2079.0
2024-11-18,Switzerland,1798.7
2024-11-19,Bosnia and Herzegovina,1638.9
2024-11-19,Netherlands,1860.0
2024-11-19,Colombia,1935.7
2024-11-19,Ecuador,1821.1
2024-11-19,Brazil,1951.9
2024-11-19,Uruguay,1920.2
2024-12-28,Iraq,1562.5
2024-12-28,Saudi Arabia,1632.6
2025-01-22,Uzbekistan,1481.7
2025-01-22,Jordan,1569.0
2025-03-20,Canada,1681.5
2025-03-20,Mexico,1769.8
2025-03-20,United States,1664.0
2025-03-20,Panama,1596.5
2025-03-20,Croatia,1921.6
2025-03-20,France,2023.2
2025-03-20,Netherlands,1868.3
2025-03-20,Spain,2070.7
2025-03-20,Brazil,1965.4
2025-03-20,Colombia,1922.1
2025-03-21,Uruguay,1899.0
2025-03-21,Argentina,2020.8
2025-03-23,Spain,2053.2
2025-03-23,Netherlands,1885.8
2025-03-23,France,2041.1
2025-03-23,Croatia,1903.7
2025-03-23,Panama,1583.0
2025-03-23,Mexico,1783.2
2025-03-23,United States,1633.1
2025-03-23,Canada,1712.3
2025-03-25,Colombia,1909.3
2025-03-25,Paraguay,1771.2
2025-03-25,Argentina,2041.1
2025-03-25,Brazil,1945.1
2025-03-25,Iran,1678.8
2025-03-25,Uzbekistan,1496.0
2025-03-25,South Korea,1735.3
2025-03-25,Jordan,1582.3
2025-03-25,Japan,1822.2
2025-03-25,Saudi Arabia,1646.7
2025-05-30,Saudi Arabia,1655.1
2025-05-30,Jordan,1573.9
2025-06-04,Germany,1865.1
2025-06-04,Portugal,2045.7
2025-06-05,Spain,2077.3
2025-06-05,France,2016.9
2025-06-05,Ecuador,1822.4
2025-06-05,Brazil,1943.7
2025-06-05,Paraguay,1803.6
2025-06-05,Uruguay,1866.6
2025-06-05,Qatar,1554.7
2025-06-05,Iran,1656.2
2025-06-05,Iraq,1538.7
2025-06-05,South Korea,1759.1
2025-06-05,Australia,1680.4
2025-06-05,Japan,1798.5
2025-06-06,Morocco,1777.1
2025-06-06,Tunisia,1726.0
2025-06-07,Mexico,1768.9
2025-06-07,Switzerland,1813.0
2025-06-07,United States,1625.6
2025-06-07,Turkey,1826.3
2025-06-07,Ivory Coast,1707.6
2025-06-07,New Zealand,1455.0
2025-06-08,Germany,1833.1
2025-06-08,France,2048.9
2025-06-08,Portugal,2047.9
2025-06-08,Spain,2075.1
2025-06-09,Croatia,1915.0
2025-06-09,Czech Republic,1692.7
2025-06-10,Haiti,1434.9
2025-06-10,Curaçao,1463.0
2025-06-10,Saudi Arabia,1630.8
2025-06-10,Australia,1704.6
2025-06-10,Jordan,1546.5
2025-06-10,Iraq,1566.1
2025-06-10,Uzbekistan,1526.8
2025-06-10,Qatar,1523.8
2025-06-10,Brazil,1951.8
2025-06-10,Paraguay,1795.6
2025-06-10,Canada,1707.2
2025-06-10,Ivory Coast,1712.7
2025-06-10,United States,1611.4
2025-06-10,Switzerland,1827.2
2025-06-10,Sweden,1693.4
2025-06-10,Algeria,1760.9
2025-06-10,Mexico,1780.6
2025-06-10,Turkey,1814.6
2025-06-10,Argentina,2029.5
2025-06-10,Colombia,1921.0
2025-06-10,England,1909.9
2025-06-10,Senegal,1775.8
2025-06-15,Haiti,1426.3
2025-06-15,Saudi Arabia,1639.4
2025-06-19,United States,1625.4
2025-06-19,Saudi Arabia,1625.5
2025-06-21,Curaçao,1473.6
2025-06-21,Canada,1696.6
2025-06-22,United States,1630.7
2025-06-22,Haiti,1421.0
2025-06-28,Mexico,1795.8
2025-06-28,Saudi Arabia,1610.2
2025-07-06,United States,1616.4
2025-07-06,Mexico,1810.1
2025-09-04,Paraguay,1791.4
2025-09-04,Ecuador,1826.6
2025-09-05,Australia,1708.7
2025-09-05,New Zealand,1450.8
2025-09-06,Mexico,1809.7
2025-09-06,Japan,1798.8
2025-09-06,United States,1603.2
2025-09-06,South Korea,1772.2
2025-09-07,Turkey,1790.5
2025-09-07,Spain,2099.2
2025-09-08,Czech Republic,1687.9
2025-09-08,Saudi Arabia,1615.0
2025-09-09,Bosnia and Herzegovina,1623.1
2025-09-09,Austria,1829.0
2025-09-09,DR Congo,1588.4
2025-09-09,Senegal,1791.8
2025-09-09,Ecuador,1852.3
2025-09-09,Argentina,2003.7
2025-09-09,New Zealand,1435.7
2025-09-09,Australia,1723.8
2025-09-09,Mexico,1808.7
2025-09-09,South Korea,1773.3
2025-09-09,United States,1622.3
2025-09-09,Japan,1779.8
2025-10-09,Czech Republic,1694.9
2025-10-09,Croatia,1908.0
2025-10-10,Canada,1684.5
2025-10-10,Australia,1735.9
2025-10-10,Japan,1775.4
2025-10-10,Paraguay,1795.8
2025-10-10,South Korea,1757.8
2025-10-10,Brazil,1967.3
2025-10-10,United States,1625.8
2025-10-10,Ecuador,1848.8
2025-10-10,Sweden,1666.3
2025-10-10,Switzerland,1854.3
2025-10-11,Mexico,1795.8
2025-10-11,Colombia,1933.9
2025-10-13,Uzbekistan,1524.3
2025-10-13,Uruguay,1869.1
2025-10-14,Mexico,1794.4
2025-10-14,Ecuador,1850.1
2025-10-14,Saudi Arabia,1606.9
2025-10-14,Iraq,1574.2
2025-10-14,United States,1636.1
2025-10-14,Australia,1725.6
2025-10-14,Norway,1700.1
2025-10-14,New Zealand,1443.6
2025-10-14,Canada,1690.7
2025-10-14,Colombia,1927.7
2025-10-14,Japan,1797.5
2025-10-14,Brazil,1945.3
2025-10-14,South Korea,1770.1
2025-10-14,Paraguay,1783.4
2025-11-13,Canada,1692.4
2025-11-13,Ecuador,1848.4
2025-11-13,Iran,1650.9
2025-11-13,Cape Verde,1553.5
2025-11-14,Uzbekistan,1560.9
2025-11-14,Egypt,1632.2
2025-11-14,Japan,1807.0
2025-11-14,Ghana,1625.9
2025-11-14,Saudi Arabia,1617.1
2025-11-14,Ivory Coast,1702.5
2025-11-14,Tunisia,1729.3
2025-11-14,Jordan,1543.2
2025-11-15,Mexico,1793.7
2025-11-15,Uruguay,1869.8
2025-11-15,United States,1647.5
2025-11-15,Paraguay,1772.1
2025-11-15,Brazil,1954.1
2025-11-15,Senegal,1783.0
2025-11-15,Colombia,1928.9
2025-11-15,New Zealand,1442.5
2025-11-15,Switzerland,1865.5
2025-11-15,Sweden,1655.1
2025-11-17,Cape Verde,1557.4
2025-11-17,Egypt,1628.3
2025-11-18,Saudi Arabia,1604.0
2025-11-18,Algeria,1774.1
2025-11-18,Brazil,1948.4
2025-11-18,Tunisia,1735.0
2025-11-18,Colombia,1937.2
2025-11-18,Australia,1717.3
2025-11-18,Ecuador,1851.1
2025-11-18,New Zealand,1439.8
2025-11-18,South Korea,1774.0
2025-11-18,Ghana,1621.9
2025-11-18,Mexico,1783.1
2025-11-18,Paraguay,1782.7
2025-11-18,United States,1672.6
2025-11-18,Uruguay,1844.8
2025-11-18,Spain,2082.7
2025-11-18,Turkey,1807.0
2025-11-18,Austria,1814.9
2025-11-18,Bosnia and Herzegovina,1637.3
2025-11-18,Iran,1646.5
2025-11-18,Uzbekistan,1565.4
2025-12-07,Qatar,1502.7
2025-12-07,Tunisia,1756.2
2025-12-08,Morocco,1786.5
2025-12-08,Saudi Arabia,1594.6
2025-12-09,Egypt,1590.3
2025-12-09,Jordan,1581.2
2025-12-09,Algeria,1786.7
2025-12-09,Iraq,1561.6
2025-12-12,Jordan,1597.7
2025-12-12,Iraq,1545.1
2025-12-15,Saudi Arabia,1577.2
2025-12-15,Jordan,1615.0
2025-12-18,Jordan,1605.5
2025-12-18,Morocco,1796.0
2025-12-26,Egypt,1611.7
2025-12-26,South Africa,1647.5
2025-12-27,Senegal,1774.1
2025-12-27,DR Congo,1597.3
2026-01-06,Algeria,1795.5
2026-01-06,DR Congo,1588.5
2026-01-10,Egypt,1633.7
2026-01-10,Ivory Coast,1680.5
2026-01-14,Senegal,1784.9
2026-01-14,Egypt,1622.9
2026-01-18,Morocco,1817.2
2026-01-18,Senegal,1763.8
2026-01-22,Panama,1575.8
2026-01-22,Mexico,1790.3
2026-03-26,Brazil,1941.2
2026-03-26,France,2056.1
2026-03-26,Colombia,1926.3
2026-03-26,Croatia,1918.9
2026-03-27,Switzerland,1851.8
2026-03-27,Germany,1846.8
2026-03-27,South Africa,1643.0
2026-03-27,Panama,1580.4
2026-03-27,Netherlands,1889.1
2026-03-27,Norway,1696.9
2026-03-27,Saudi Arabia,1555.6
2026-03-27,Egypt,1644.6
2026-03-27,England,1905.4
2026-03-27,Uruguay,1849.2
2026-03-27,Austria,1820.7
2026-03-27,Ghana,1616.1
2026-03-27,Morocco,1818.2
2026-03-27,Ecuador,1850.1
2026-03-28,Haiti,1418.5
2026-03-28,Tunisia,1758.7
2026-03-28,Ivory Coast,1704.2
2026-03-28,South Korea,1750.4
2026-03-28,Mexico,1794.5
2026-03-28,Portugal,2043.7
2026-03-28,Scotland,1711.6
2026-03-28,Japan,1817.4
2026-03-28,United States,1659.4
2026-03-28,Belgium,1872.8
2026-03-29,Colombia,1916.7
2026-03-29,France,2065.7
2026-03-30,Germany,1849.4
2026-03-30,Ghana,1613.5
2026-03-31,Norway,1698.4
2026-03-31,Switzerland,1850.3
2026-03-31,South Africa,1628.6
2026-03-31,Panama,1594.7
2026-03-31,Ivory Coast,1714.4
2026-03-31,Scotland,1701.4
2026-03-31,United States,1654.5
2026-03-31,Portugal,2048.6
2026-03-31,Australia,1725.3
2026-03-31,Curaçao,1465.6
2026-03-31,Spain,2073.6
2026-03-31,Egypt,1653.7
2026-03-31,Netherlands,1885.3
2026-03-31,Ecuador,1853.9
2026-03-31,Canada,1691.4
2026-03-31,Tunisia,1759.7
2026-03-31,Mexico,1796.7
2026-03-31,Belgium,1870.6
2026-03-31,England,1890.5
2026-03-31,Japan,1832.3
2026-03-31,Brazil,1955.2
2026-03-31,Croatia,1904.8
2026-03-31,Austria,1826.2
2026-03-31,South Korea,1744.9
2026-03-31,Algeria,1797.0
2026-03-31,Uruguay,1847.6
2026-03-31,Morocco,1827.1
2026-03-31,Paraguay,1773.7
2026-05-22,Mexico,1801.6
2026-05-22,Ghana,1608.6
2026-05-30,Mexico,1809.5
2026-05-30,Australia,1717.4
2026-05-30,Ecuador,1856.9
2026-05-30,Saudi Arabia,1552.5
2026-05-30,Scotland,1705.8
2026-05-30,Curaçao,1461.2
2026-05-31,Switzerland,1854.5
2026-05-31,Jordan,1601.3
2026-05-31,Brazil,1957.7
2026-05-31,Panama,1592.3
2026-05-31,United States,1664.8
2026-05-31,Senegal,1753.5
